POINT_ID,위도,경도,위험도_actual,사고발생확률_p,조건부위험도_r,최종위험도점수,최종위험도점수_percent,개선우선순위1,추천근거_feature1,추천점수1,모델1_shap1,모델2_shap1,개선우선순위2,추천근거_feature2,추천점수2,모델1_shap2,모델2_shap2,개선우선순위3,추천근거_feature3,추천점수3,모델1_shap3,모델2_shap3,추천개수
84638,37.577649494732505,127.03495172664792,0.0,0.9403546,8.866002,8.337186,37.87957,횡단보도 추가,횡단보도개수,1.3940160996881235,0.26528307795524597,0.705547571182251,횡단보도 예고표시 설치,횡단보도예고표시여부,0.21775788300624044,0.030749227851629257,0.14407265186309814,신호등 설치,신호등설치여부,0.159198933169103,0.023947790265083313,0.10068070143461227,3
319145,37.500598552640575,126.9028038282065,0.0,0.9183137,8.879275,8.15396,37.047092,횡단보도 추가,횡단보도개수,1.2046734712532046,0.22085927426815033,0.2636309564113617,신호등 설치,신호등설치여부,0.2736324895895262,0.08663342148065567,0.018678607419133186,CCTV 추가,CCTV개수,0.25326705293819307,0.034034423530101776,0.06943368166685104,3
242752,37.54710431307162,126.94450989610844,0.0,0.70339316,11.564157,8.134149,36.95708,횡단보도 추가,횡단보도개수,1.3432597658555894,0.2632281184196472,0.2766953408718109,신호등 설치,신호등설치여부,0.32794525761564636,0.06174891069531441,0.07125191390514374,,,0.0,0.0,0.0,2
98453,37.57239610648933,127.02389019438075,0.0,0.7632768,10.631606,8.114859,36.86944,횡단보도 추가,횡단보도개수,1.1234679542602493,0.18308903276920319,0.28083476424217224,신호등 설치,신호등설치여부,0.19957277115004785,0.051728807389736176,0.022608771920204163,제한속도 하향,제한속도,0.18332539882131108,0.003998273517936468,0.08258309960365295,3
363598,37.47356413218942,126.91758849418608,0.0,0.83626527,9.690443,8.103781,36.819107,횡단보도 추가,횡단보도개수,1.4506047701955949,0.22772353887557983,0.3620355725288391,CCTV 추가,CCTV개수,0.2027771587608042,0.05809269845485687,0.00778102595359087,횡단보도 예고표시 설치,횡단보도예고표시여부,0.08931084037234288,0.010592817328870296,0.027880027890205383,3
328950,37.52288730187867,126.88603241441125,0.0,0.81110024,9.94115,8.063269,36.63504,횡단보도 추가,횡단보도개수,0.9818314391211411,0.17201973497867584,0.1384630799293518,신호등 설치,신호등설치여부,0.6839672217441088,0.09057626128196716,0.12185205519199371,과속방지턱 추가,과속방지턱개수,0.2266568408948874,0.038760751485824585,0.03278912976384163,3
414988,37.49249350486092,127.11861448302923,0.0,0.58220047,13.82299,8.047751,36.56454,횡단보도 추가,횡단보도개수,1.8299346620861479,0.31349438428878784,0.6798247694969177,CCTV 추가,CCTV개수,0.011658389188680212,0.0025565645191818476,0.0033136773854494095,,,0.0,0.0,0.0,2
18629,37.60528006774853,126.9662021825034,0.0,0.8252549,9.750967,8.047033,36.56128,횡단보도 추가,횡단보도개수,1.2908602075770634,0.10965036600828171,0.2314741313457489,횡단보도 예고표시 설치,횡단보도예고표시여부,0.3769394897501011,0.06132224202156067,0.023478155955672264,노인/장애인 보호구역 지정,노인장애인보호구역여부,0.11399718568005292,0.00022275444644037634,0.034683708101511,3
414989,37.49257652946973,127.11887466310728,0.0,0.5638717,14.184232,7.9980865,36.33889,횡단보도 추가,횡단보도개수,1.8278017298617213,0.4362991750240326,0.8796790838241577,가로등 추가,가로등개수,0.06230208934785518,0.022937076166272163,0.015394069254398346,CCTV 추가,CCTV개수,0.025285555521913174,0.0057349796406924725,0.01271336805075407,3
362416,37.47357387596912,126.9175574803072,0.0,0.8041831,9.913998,7.9726696,36.223408,횡단보도 추가,횡단보도개수,1.3607963520755373,0.19275371730327606,0.30896633863449097,횡단보도 예고표시 설치,횡단보도예고표시여부,0.10152656264178266,0.0033438876271247864,0.0413091741502285,과속방지턱 추가,과속방지턱개수,0.007615896593376444,0.0016584430122748017,0.0007702799630351365,3
106866,37.59825704727778,127.0931272372374,0.0,0.6937077,11.330777,7.8602476,35.712627,횡단보도 추가,횡단보도개수,1.7501795299660163,0.39785537123680115,0.832886278629303,제한속도 하향,제한속도,0.1097519576526878,0.03078353963792324,0.04139147698879242,과속방지턱 추가,과속방지턱개수,0.028701125333005617,0.005450274329632521,0.01565377600491047,3
206997,37.62335180977455,126.91984136484491,0.0,0.86409855,8.901941,7.6921544,34.948902,횡단보도 추가,횡단보도개수,1.5037495162686882,0.15990561246871948,0.6692290306091309,노인/장애인 보호구역 지정,노인장애인보호구역여부,0.20915087569078883,0.033791445195674896,0.061960119754076004,,,0.0,0.0,0.0,2
272746,37.53363958943532,126.84541430845915,0.0,0.6374842,12.041122,7.6760254,34.87562,횡단보도 추가,횡단보도개수,1.3307262451935886,0.27655985951423645,0.874955952167511,신호등 설치,신호등설치여부,0.29554248197199046,0.04591197520494461,0.23461776971817017,횡단보도 예고표시 설치,횡단보도예고표시여부,0.12797212258854077,0.03990677371621132,0.04955700412392616,3
